sequence,part,module,exercise,activity,block_type,content_type,input_type,tool_id,connection_id,content
803,3,1,0,0,content,heading,,,,Module Overview
804,3,1,0,0,content,instruction,,,,**Focus:** Researching employer language and creating targeted content<br>**Purpose:** Analyze job descriptions for your target positions and craft content that speaks their language<br>**Estimated Time:** 2-3 hours<br>**Key Tools:** Job Analysis Tool
805,3,1,0,0,content,instruction,,,,**Outputs:**
806,3,1,0,0,content,instruction,,,,- Completed job description analysis (2-10 positions)
807,3,1,0,0,content,instruction,,,,- Keyword and descriptor inventory
808,3,1,0,0,content,instruction,,,,- Resume content drafts
809,3,1,0,0,content,instruction,,,,- Professional summary and headline
810,3,1,0,0,content,heading,,,,Introduction
811,3,1,0,0,content,instruction,,,,"For much of this part, you are going to be using the Job Prospects tool. It is designed to help organize all of the information you will be gathering."
812,3,1,0,0,content,instruction,,,,"Today you will research the specific way employers describe the position you are interested in, start to get an idea of what problems they need to have solved, and how you are equipped to solve those problems."
813,3,1,1,0,content,heading,,,,Exercise 3.1.1: Initial Research
814,3,1,1,0,content,instruction,,,,**Purpose:** Analyze job descriptions to understand employer language and requirements.
815,3,1,1,0,content,instruction,,,C038,"Start with your first job option (from Exercise 2.3.3), or with the interviews that you have scheduled."
816,3,1,1,1,content,heading,,,,Activity 3.1.1a: Job Description Collection
817,3,1,1,1,content,instruction,,,,Find 2-10 job descriptions for your first job option from Part 2. **Hold off on applying to these positions**—be more prepared when you approach the companies.
818,3,1,1,2,content,heading,,,,Activity 3.1.1b: Job Analysis Documentation
819,3,1,1,2,content,instruction,,,,"Record the following for each position: Career Description, Job Title, Company Name, Job Description, Adjectives & Adverbs, Your Relevant Experience, Skills You Lack, Story Fit."
820,3,1,1,2,tool,,,job_analyzer,C038,Analyze job descriptions for your target positions.
821,3,1,2,0,content,heading,,,,Exercise 3.1.2: Writing Your Content
822,3,1,2,0,content,instruction,,,,**Purpose:** Rewrite your qualifications using employer language to create compelling professional content.
823,3,1,2,0,content,instruction,,,C039,"For this section, you will be rewriting your roots with the specific intention of relaying your skills and experiences to employers."
824,3,1,2,1,content,heading,,,,Activity 3.1.2a: Keyword Identification
825,3,1,2,1,prompt,,textarea,,,What descriptive language stands out as universal or commonly used in the job descriptions?
826,3,1,2,1,prompt,,textarea,,,"Which descriptors stand out as being the best, while also describing you, your experience, or your skills?"
827,3,1,2,2,content,heading,,,,Activity 3.1.2b: Credibility Inventory
828,3,1,2,2,prompt,,textarea,C039,,"Look back through your roots (Part 1), and record everything you have done that supports your credible claim to the position you are seeking."
829,3,1,2,2,prompt,,textarea,,,Prioritize these skills and experiences according to how important they are to your successful execution of the tasks described.
830,3,1,2,3,content,heading,,,,Activity 3.1.2c: Job Title Definition
831,3,1,2,3,prompt,,text,,,What would be the title of the job that you want most?
832,3,1,2,3,prompt,,textarea,,,Are there any keywords or phrases you think you should use in this job title?
833,3,1,2,4,content,heading,,,,Activity 3.1.2d: Credential Rewriting
834,3,1,2,4,content,instruction,,,,Rewrite your credible traits using these guidelines:
835,3,1,2,4,content,instruction,,,,"a) Simple past & simple present tense<br>b) Phrases, not sentences – start with an active verb<br>c) Contain roughly one keyword (from job descriptions)<br>d) Are quantifiable whenever possible"
836,3,1,2,4,content,instruction,,,,"**Examples:**<br>- Developed software which increased sales team efficiency by 6%<br>- Grew publication reach from 5,000 to 20,000 readers per month<br>- Maintained function of 458 machine units for five years with 0 failures"
837,3,1,2,4,tool,,,credential_writer,C039,Rewrite your credentials using employer language.
838,3,1,2,5,content,heading,,,,Activity 3.1.2e: Professional Summary
839,3,1,2,5,prompt,,textarea,C040,,Write a short (3-5 sentences) summary of your experience. Draw on your roots and how well the position fits into your identity story.
840,3,1,2,6,content,heading,,,,Activity 3.1.2f: Value Proposition
841,3,1,2,6,prompt,,text,,,"In 10 words or less, explain why you are the perfect fit for this job and career."
842,3,1,2,7,content,heading,,,,Activity 3.1.2g: Professional Bio
843,3,1,2,7,prompt,,textarea,C040,,Summarize your identity story and professional achievements in 2-3 sentences.
844,3,1,2,8,content,heading,,,,Activity 3.1.2h: Headline Creation
845,3,1,2,8,prompt,,text,,,Write a clear and conclusive personal introduction in 6-12 words. (This is your headline.)
846,3,1,2,0,content,heading,,,,Module 3.1 Footnotes
847,3,1,2,0,content,note,,,,"1. Bolles, Richard N. *What Color Is Your Parachute?* Traditional application methods have significantly lower success rates than networking."
848,3,1,2,0,content,note,,,,"2. Banayan, Alex. *The Third Door.* New York: Currency, 2018."
849,3,1,2,0,content,instruction,,,,**Module 3.1 Complete**<br>Next: Module 3.2 - Constructing the Projection
850,3,2,0,0,content,heading,,,,Module 3.2: Constructing the Projection
851,3,2,0,0,content,heading,,,,Module Overview
852,3,2,0,0,content,instruction,,,,"**Focus:** Building your professional presence across all platforms<br>**Purpose:** Create a consistent, professional image across Google, social media, resume, and LinkedIn<br>**Estimated Time:** 3-4 hours<br>**Required:** Professional photograph"
853,3,2,0,0,content,instruction,,,,**Outputs:**
854,3,2,0,0,content,instruction,,,,- Clean Google search results
855,3,2,0,0,content,instruction,,,,- Professional Social Media Profiles
856,3,2,0,0,content,instruction,,,,- Draft resume/CV
857,3,2,0,0,content,instruction,,,,- Complete LinkedIn profile
858,3,2,0,0,content,heading,,,,Introduction
859,3,2,0,0,content,instruction,,,,"Today, you will use the information you have gathered to tell your identity story in every reasonable and necessary format."
860,3,2,0,0,content,instruction,,,,**Now the rubber meets the road.**
861,3,2,0,0,content,instruction,,,,**You are going to need at least one professionally acceptable photograph:**
862,3,2,0,0,content,instruction,,,,"- Upper torso, face<br>- Presentable for your profession<br>- No alcohol or drugs<br>- Preferably alone<br>- Good lighting<br>- Genuine expression"
863,3,2,1,0,content,heading,,,,Exercise 3.2.1: Google Audit
864,3,2,1,0,content,instruction,,,,**Purpose:** Ensure your online search results present you professionally.
865,3,2,1,1,content,heading,,,,Activity 3.2.1a: Search Yourself
866,3,2,1,1,content,instruction,,,,Clear your cookies. Open an incognito window. Google your name. Google your name and city. Consider using DuckDuckGo for unbiased results.
867,3,2,1,1,prompt,,checkbox,,,Google search completed
868,3,2,1,1,prompt,,checkbox,,,Image search completed
869,3,2,1,2,content,heading,,,,Activity 3.2.1b: Clean Up Results
870,3,2,1,2,content,instruction,,,,"For any unsavory posts: Untag yourself, ask the original poster to take the photo down, or take it down yourself."
871,3,2,1,2,prompt,,textarea,,,Issues identified:
872,3,2,1,2,prompt,,textarea,,,Actions taken:
873,3,2,2,0,content,heading,,,,Exercise 3.2.2: Social Media Update
874,3,2,2,0,content,instruction,,,,**Purpose:** Ensure your social media profiles present you professionally.
875,3,2,2,1,content,heading,,,,Activity 3.2.2a: Profile Picture Update
876,3,2,2,1,content,instruction,,,,Update your profile picture. Comb through all your profile pictures. Your photographs tell a story about you; make sure they tell the story you want.
877,3,2,2,1,prompt,,checkbox,,,Profile picture updated
878,3,2,2,1,prompt,,checkbox,,,Cover photo updated
879,3,2,2,1,prompt,,checkbox,,,Old profile pictures reviewed
880,3,2,2,2,content,heading,,,,Activity 3.2.2b: Privacy Settings
881,3,2,2,2,content,instruction,,,,Check your privacy settings. Make sure that you are comfortable with them. We suggest being comfortable adding professional contacts.
882,3,2,2,2,prompt,,checkbox,,,Privacy settings reviewed
883,3,2,2,3,content,heading,,,,Activity 3.2.2c: Content Audit
884,3,2,2,3,content,instruction,,,,"Edit what you have posted. While political expression is your right, extreme views can be a turn off for employers. The last thing we want is for you to find the perfect job and then be denied an opportunity."
885,3,2,2,3,prompt,,checkbox,,,Posts reviewed and cleaned
886,3,2,2,4,content,heading,,,,Activity 3.2.2d: About Section
887,3,2,2,4,content,instruction,,,C041,"Update your ""about"" section with a summary of your identity story (from Exercise 2.5.3a). Update your ""intro"" with your 6-10 word phrase (from Activity 3.1.2h)."
888,3,2,2,4,prompt,,checkbox,,,About section updated
889,3,2,2,5,content,heading,,,,Activity 3.2.2e: Photo Review
890,3,2,2,5,content,instruction,,,,Go through the photographs you are tagged in and the pictures you have posted. Make sure they are either private or professionally appropriate.
891,3,2,2,5,prompt,,checkbox,,,Tagged photos reviewed
892,3,2,2,5,prompt,,checkbox,,,Posted photos reviewed
893,3,2,3,0,content,heading,,,,Exercise 3.2.3: Resume/CV Creation
894,3,2,3,0,content,instruction,,,,**Purpose:** Create a professional resume that tells your story using employer language.
895,3,2,3,0,content,instruction,,,,"Resume if you are looking in the US, Curriculum Vitae everywhere else."
896,3,2,3,0,content,heading,,,,Getting Past Automated Filters
897,3,2,3,0,content,instruction,,,,**First:** Use keywords and phrases listed in the job descriptions.
898,3,2,3,0,content,instruction,,,,"**Second:** Apply to smaller companies. Less competition, easier to stand out."
899,3,2,3,0,content,heading,,,,Resume Guidelines
900,3,2,3,0,content,instruction,,,,"**Do:**<br>- Use keywords, but do not overstuff<br>- Quantify any work that can be quantified<br>- Tell your story<br>- Be clear and concise<br>- Write every line in simple tense<br>- Focus on what you can do<br>- Use your potential employers' vocabulary"
901,3,2,3,0,content,instruction,,,,**Don't:**<br>- Use bland statements that are difficult to prove<br>- Include explanations—save those for interviews<br>- Focus on things you cannot do<br>- Include references
902,3,2,3,0,content,instruction,,,,"**Show, Don't Tell:** Rather than expressing your characteristics, use examples that demonstrate them. You are not a ""capable leader""; you ""increased team efficiency by 30% in 3 months."""
903,3,2,3,1,content,heading,,,,Activity 3.2.3a: Resume Draft
904,3,2,3,1,content,instruction,,,C042,"Draft a presentable resume using all the skills you have learned: Tell your story, use keywords from job posts, describe your skills using quantifiable facts."
905,3,2,3,1,tool,,,resume_builder,C042,Build your resume.
906,3,2,3,1,content,instruction,,,,"**This is a draft, an iteration. It is not the final copy.** Update your resume periodically throughout your life."
907,3,2,4,0,content,heading,,,,Exercise 3.2.4: LinkedIn Optimization
908,3,2,4,0,content,instruction,,,,"**Purpose:** Create a complete, professional LinkedIn profile that supports your networking efforts."
909,3,2,4,0,content,instruction,,,,"LinkedIn is an excellent tool for finding opportunities, networking, and engaging in your professional community."
910,3,2,4,1,content,heading,,,,Activity 3.2.4a: Profile Picture
911,3,2,4,1,content,instruction,,,,"Update your profile picture: Focus on your face from shoulders up, clean and clear, professionally presentable, visible to all LinkedIn members."
912,3,2,4,1,prompt,,checkbox,,,Profile picture updated
913,3,2,4,2,content,heading,,,,Activity 3.2.4b: Headline
914,3,2,4,2,content,instruction,,,C043,Fill in the headline section with your headline from Activity 3.1.2h.
915,3,2,4,2,prompt,,text,,,Headline:
916,3,2,4,3,content,heading,,,,Activity 3.2.4c: Current Position
917,3,2,4,3,content,instruction,,,,"List your current position if you are looking to move forward in your field. If you are dramatically switching fields, you are ""aspiring to be [title you are looking to have]."""
918,3,2,4,3,prompt,,text,,,Current position:
919,3,2,4,4,content,heading,,,,Activity 3.2.4d: Profile Completion
920,3,2,4,4,content,instruction,,,,Complete your profile with as much relevant information as you see fit. Customize your LinkedIn Profile URL to include your full name.
921,3,2,4,4,prompt,,text,,,Custom URL: linkedin.com/in/
922,3,2,4,4,prompt,,checkbox,,,Visibility settings adjusted
923,3,2,4,5,content,heading,,,,Activity 3.2.4e: Experience & Education
924,3,2,4,5,content,instruction,,,,Input all of your relevant work experience and education. Use the same language as your resume. Be honest but use keywords from job descriptions.
925,3,2,4,5,prompt,,checkbox,,,Work experience added
926,3,2,4,5,prompt,,checkbox,,,Education added
927,3,2,4,5,prompt,,checkbox,,,Skills added
928,3,2,4,6,content,heading,,,,Activity 3.2.4f: Professional Websites
929,3,2,4,6,prompt,,textarea,,,"List any professional websites you run, blogs that help establish your legitimacy, etc."
930,3,2,4,7,content,heading,,,,Activity 3.2.4g: Group Membership
931,3,2,4,7,content,instruction,,,,Request to join 3-5 groups in the field that you are looking to enter.
932,3,2,4,7,tool,,,list_builder,,Build your list.
933,3,2,4,0,content,instruction,,,,**Module 3.2 Complete**<br>Next: Module 3.3 - Networking
934,3,3,0,0,content,heading,,,,Module 3.3: Networking
935,3,3,0,0,content,heading,,,,Module Overview
936,3,3,0,0,content,instruction,,,,**Focus:** Building professional relationships to access the hidden job market<br>**Purpose:** Learn and implement effective networking strategies<br>**Estimated Time:** 4-5 hours to learn + ongoing daily practice<br>**Key Tools:** Networking Tracker<br>**Critical:** Read this entire module before taking action
937,3,3,0,0,content,instruction,,,,**Outputs:**
938,3,3,0,0,content,instruction,,,,- Internalized networking mindsets
939,3,3,0,0,content,instruction,,,,- Conversation skills framework
940,3,3,0,0,content,instruction,,,,- Company research and contact lists
941,3,3,0,0,content,instruction,,,,- Active networking relationships
942,3,3,0,0,content,heading,,,,Introduction: Breaking Into the Hidden Job Market
943,3,3,0,0,content,instruction,,,,"Almost everything in life is, at its core, based on relationships. **Relationships hold the keys to the hidden job market.**"
944,3,3,0,0,content,instruction,,,,"Even if you already have a pending interview, this is the absolute best way to prepare for that interview, and it will give you a unique edge over your competition."
945,3,3,0,0,content,heading,,,,Why This Method Works
946,3,3,0,0,content,instruction,,,,"**First,** an interview is a conversation. In the most successful interviews, the candidate and the employer build a sense of rapport."
947,3,3,0,0,content,instruction,,,,"**Second,** the employers' preferred method of finding quality hires is not sifting through resumes, but rather hiring someone that they know.¹"
948,3,3,0,0,content,instruction,,,,"**Third,** by embracing the proper mindset, you will learn how real people doing your dream job found their way to where they are."
949,3,3,0,0,content,instruction,,,,"**Fourth,** you can use psychology to your advantage. By starting the conversation with genuine curiosity, focusing on them and their achievements, you are opening them up to build a real relationship."
950,3,3,0,0,content,instruction,,,,"**Fifth,** you are doing vital research while you are networking."
951,3,3,0,0,content,instruction,,,,**This method of networking is tried and true by the best job programs in the world. Why? Because it works.**
952,3,3,1,0,content,heading,,,,Exercise 3.3.1: Mindset in Practice
953,3,3,1,0,content,instruction,,,,**Purpose:** Internalize the five designer mindsets for effective networking.
954,3,3,1,0,content,heading,,,,What It Isn't
955,3,3,1,0,content,instruction,,,,"Do not fabricate stories about yourself and your capabilities. **Your story, your networking, must be genuine.** Authenticity does not mean remaining the same person. It means owning your journey."
956,3,3,1,1,content,heading,,,,Activity 3.3.1a: Awareness
957,3,3,1,1,content,instruction,,,,"Be aware of yourself, others, and your environment. Being aware of other people's needs, in the context of their personal and professional narrative, makes it easier to build genuine rapport."
958,3,3,1,1,content,instruction,,,,"**Always listen for the purpose of understanding, not for the sake of answering.**"
959,3,3,1,1,prompt,,textarea,,,"Reflect on your self-awareness. What are your strengths, flaws, and presence?"
960,3,3,1,2,content,heading,,,,Activity 3.3.1b: Curiosity
961,3,3,1,2,content,instruction,,,,"**To be genuinely curious, you must be genuinely present.** Curiosity is the drive and the will to drink the water, to walk through the door."
962,3,3,1,2,content,instruction,,,,**Curiosity means listening for an answer when you ask a question.**
963,3,3,1,2,prompt,,textarea,,,What genuine questions do you have about your target industry and the people in it?
964,3,3,1,3,content,heading,,,,Activity 3.3.1c: Bias to Action
965,3,3,1,3,content,instruction,,,,Always lean towards taking action. **The only wrong answer is inaction.** Be biased toward taking action.
966,3,3,1,3,content,instruction,,,,"**The more action you take, the harder you work, the more influence you have over your future.**"
967,3,3,1,3,prompt,,textarea,,,What actions have you been putting off? What would happen if you took them today?
968,3,3,1,4,content,heading,,,,Activity 3.3.1d: Reframing
969,3,3,1,4,content,instruction,,,,**Turn every obstacle into an opportunity.** Reframe a lack of work experience to a complete commitment to honest hard work.
970,3,3,1,4,content,instruction,,,,"**Every path worth walking encounters rejection.** View rejection with enthusiasm—a chance to learn, to grow, a necessary step on the road to success."
971,3,3,1,4,prompt,,textarea,,,What is your biggest obstacle right now? Reframe it as an opportunity.
972,3,3,1,5,content,heading,,,,Activity 3.3.1e: Radical Collaboration
973,3,3,1,5,content,instruction,,,,**Talk to people.** Remember that an interview is a two-way conversation. Finding a job means finding people to collaborate with.
974,3,3,1,5,content,instruction,,,,"**Always ask for help.** It is, in fact, a great show of strength."
975,3,3,1,5,prompt,,textarea,,,Who in your network could help you? Who could you help?
976,3,3,2,0,content,heading,,,,Exercise 3.3.2: The Art of Conversation
977,3,3,2,0,content,instruction,,,,**Purpose:** Develop effective conversation skills for networking and interviews.
978,3,3,2,0,content,instruction,,,,**The secret? Be present and pay attention.** Embody the mindsets. Approach them with genuine curiosity.
979,3,3,2,0,content,instruction,,,,**Be interested in other people. Everyone has something brilliant to share.**
980,3,3,2,1,content,heading,,,,Activity 3.3.2a: Ten Principles for Better Conversations⁶
981,3,3,2,1,content,instruction,,,,"**1. Don't Multitask** – When you are talking with someone, be present in the conversation. **Do not look at or pick up your phone.**"
982,3,3,2,1,content,instruction,,,,"**2. Don't Pontificate** – The goal is to collaborate, which means you have to invite dialogue."
983,3,3,2,1,content,instruction,,,,"**3. Use Open-Ended Questions** – Open-ended questions generally start with a ""w"" (who, what, when, where, how) and lack specifics."
984,3,3,2,1,content,instruction,,,,"**4. Go With The Flow** – Great ideas will occur to you while someone else is talking. Let them come, and let them go."
985,3,3,2,1,content,instruction,,,,"**5. If You Don't Know, Say That You Don't Know** – Don't lie about your abilities, knowledge, and skills."
986,3,3,2,1,content,instruction,,,,**6. Never Equate Your Experiences With Another Person's** – All experiences are individual.
987,3,3,2,1,content,instruction,,,,**7. Try Not To Repeat Yourself** – People hear you the first time. Respect their boundaries.
988,3,3,2,1,content,instruction,,,,"**8. Stay Out Of The Weeds** – Most of the time, people don't care about the details."
989,3,3,2,1,content,instruction,,,,**9. Listen** – Listening might be the most valuable skill in the world. **No one ever listened their way out of a job.**
990,3,3,2,1,content,instruction,,,,**10. Be Brief** – Respect others' time.
991,3,3,3,0,content,heading,,,,Exercise 3.3.3: Target Information
992,3,3,3,0,content,instruction,,,,**Purpose:** Understand what information to gather from networking conversations.
993,3,3,3,0,content,instruction,,,,**The main goal is to build and create professional rapport.**
994,3,3,3,1,content,heading,,,,Activity 3.3.3a: Information Framework
995,3,3,3,1,content,instruction,,,,"**About Them:** Origin story, what took them into the work, preferred work conditions, things they wish they knew coming into the industry, traits that fuel their success."
996,3,3,3,1,content,instruction,,,,"**From Them:** Contacts within the org, workplace attitude, do's and don'ts, possible industry contacts."
997,3,3,3,1,content,instruction,,,,"**Always offer help before leaving.** Ask: ""Is there any way I can help you?"""
998,3,3,4,0,content,heading,,,,Exercise 3.3.4: The Process of Networking
999,3,3,4,0,content,instruction,,,,**Purpose:** Implement a systematic approach to building your professional network.
1000,3,3,4,0,content,instruction,,,,"**From this point onwards, build your network each and every day.**"
1001,3,3,4,0,content,heading,,,,The 5-Step Networking Process
1002,3,3,4,0,content,instruction,,,,1. Decide what type of company you want to work for<br>2. Build a list of companies who could be a good fit<br>3. Research all of the companies on your list<br>4. Connect with recruiters and HR professionals<br>5. Reach out to people who work or have worked in those companies
1003,3,3,4,1,content,heading,,,,Activity 3.3.4a: Step 1 – Decide What Type of Company
1004,3,3,4,1,content,instruction,,,C044,The type of company you want to work for is determined by your compass (Exercise 2.1.3).
1005,3,3,4,1,prompt,,textarea,,,List 3-4 fields of work that give you the best chance of feeling productive and living a life full of value.
1006,3,3,4,1,prompt,,textarea,,,Which field of work is most appealing to you and best fits your needs?
1007,3,3,4,2,content,heading,,,,Activity 3.3.4b: Step 2 – Build a List of Companies
1008,3,3,4,2,content,instruction,,,,**Build your list with this ratio:** 5 small companies : 3 medium companies : 2 large/massive companies
1009,3,3,4,2,content,instruction,,,,**Company sizes:**<br>- Massive: 2500+ employees<br>- Large: 500-2500 employees<br>- Medium: 150-500 employees<br>- Small: less than 150 people
1010,3,3,4,2,content,instruction,,,,**The Magic Number 150:** Companies around this size often take care of their people.
1011,3,3,4,2,content,heading,,,,Where to Find Companies
1012,3,3,4,2,content,instruction,,,,"**People You Know:** Start with close friends and family, then move to acquaintances or **weak ties**."
1013,3,3,4,2,content,instruction,,,,**Google:** Google companies that share your values.
1014,3,3,4,2,content,instruction,,,,**LinkedIn:** Use advanced searches and company pages to find similar companies.
1015,3,3,4,3,content,heading,,,,Activity 3.3.4c: Building Your Company List
1016,3,3,4,3,tool,,,company_tracker,C038,Build your initial company list (10 companies).
1017,3,3,4,4,content,heading,,,,Activity 3.3.4d: Step 3 – Research Companies
1018,3,3,4,4,content,instruction,,,,"For your immediate needs, you want to know: The service they provide, their origin story, their mission statement, the story they tell."
1019,3,3,4,4,content,instruction,,,,"**The best stories are founded in truth.** To effectively tell honest stories, you must do thorough research."
1020,3,3,4,5,content,heading,,,,Activity 3.3.4e: Step 4 – Connect with Recruiters and HR
1021,3,3,4,5,content,instruction,,,,Recruiters and HR professionals are connectors. Think of them like the hub of a wheel.
1022,3,3,4,5,content,heading,,,,Connection Request Template
1023,3,3,4,5,content,instruction,,,,"Dear [recruiter's name], I am very interested in joining [company name] on their journey to [company mission]. I am a [position title] looking for the next step in my mission to [6-10 word summary of life mission]. Are you the recruiter who handles these kinds of positions? If not, will you direct me to the recruiter who does? Could we set up a time to talk about your organization?"
1024,3,3,4,6,content,heading,,,,Activity 3.3.4f: Step 5 – Build Relationships
1025,3,3,4,6,content,instruction,,,,"**Up to 85% of new hires come from employee references.** By building relationships with employees in your target industry, you are creating the best possible odds."
1026,3,3,4,6,content,instruction,,,,**Never directly ask these people for jobs.** Approach them with curiosity. You are looking for advice and insight.
1027,3,3,4,6,content,instruction,,,,"**The key is to ask for advice.** Ask to meet for coffee, lunch, or to speak on the phone. **You never want to ask for more than 20 minutes of their time.**"
1028,3,3,4,6,content,instruction,,,,**Past employees** are wonderful sources of information. A positive review from someone without much incentive to give one is precious.
1029,3,3,5,0,content,heading,,,,Exercise 3.3.5: Preparation
1030,3,3,5,0,content,instruction,,,,**Purpose:** Prepare effectively for networking meetings and negotiations.
1031,3,3,5,1,content,heading,,,,Activity 3.3.5a: Meeting Preparation
1032,3,3,5,1,content,instruction,,,,**5-10 days prior:**<br>- Research the company and the person<br>- Come prepared with a few genuine questions<br>- Ask what brought the individual to the company<br>- Establish how your story and the company story intersect
1033,3,3,5,1,content,instruction,,,,**Immediately before:**<br>- Take written questions<br>- Pen and paper<br>- Solid copy resume<br>- Dress for the job<br>- Review research & story intersection<br>- Breathe
1034,3,3,5,1,content,instruction,,,,**After:**<br>- Send thank you notes to secretary and individual within 24 hours
1035,3,3,5,2,content,heading,,,,Activity 3.3.5b: Negotiation Preparation
1036,3,3,5,2,content,instruction,,,,"Before officially accepting any job, negotiate your salary and benefits. **There is no downside to negotiating your salary.**"
1037,3,3,5,2,content,instruction,,,,**Three figures to identify:**
1038,3,3,5,2,content,instruction,,,C045,1. **Your needs (BATNA)** – Your absolute minimum. Review your needs from Part 1. **Never accept less than what you are worth and what you need.**
1039,3,3,5,2,content,instruction,,,,2. **Your market value** – Use websites like glassdoor.com to identify salary ranges.
1040,3,3,5,2,content,instruction,,,,3. **Your benefits valuation** – Understand how valuable benefits packages are to you.
1041,3,3,5,2,content,instruction,,,,**Execution:** Start with the most that you can defend. **You will only ever get what you negotiate for.** Never accept less than your BATNA.
1042,3,3,5,0,content,heading,,,,Module 3.3 Footnotes
1043,3,3,5,0,content,note,,,,"1. Bolles, Richard N. *What Color Is Your Parachute?* Networking is far more effective than traditional application methods."
1044,3,3,5,0,content,note,,,,"6. Headlee, Celeste. *We Need to Talk: How to Have Conversations That Matter.* New York: Harper Wave, 2017."
1045,3,3,5,0,content,note,,,,"7. Gladwell, Malcolm. *The Tipping Point.* New York: Little, Brown and Company, 2000. The ""rule of 150."""
1046,3,3,5,0,content,note,,,,"8. Granovetter, Mark S. ""The Strength of Weak Ties."" *American Journal of Sociology* 78, no. 6 (1973)."
1047,3,3,5,0,content,instruction,,,,**Module 3.3 Complete**<br>Next: Module 3.4 - Research
1048,3,4,0,0,content,heading,,,,Module 3.4: Research
1049,3,4,0,0,content,heading,,,,Module Overview
1050,3,4,0,0,content,instruction,,,,**Focus:** Deep company and contact investigation<br>**Purpose:** Conduct thorough research on potential employers and contacts before outreach<br>**Estimated Time:** 3-4 hours per research round<br>**Key Tools:** Company Research Tool
1051,3,4,0,0,content,instruction,,,,**Outputs:**
1052,3,4,0,0,content,instruction,,,,- Complete company profiles (10+ companies)
1053,3,4,0,0,content,instruction,,,,- Gatekeeper contact lists
1054,3,4,0,0,content,instruction,,,,- Target employee contact lists
1055,3,4,0,0,content,heading,,,,Introduction
1056,3,4,0,0,content,instruction,,,,**Careful research is paramount to your success.** Use the skills and techniques discussed in Module 3.3.
1057,3,4,1,0,content,heading,,,,Exercise 3.4.1: Company Research Rounds
1058,3,4,1,0,content,instruction,,,,**Purpose:** Systematically research companies using the 5:3:2 ratio.
1059,3,4,1,1,content,heading,,,,Activity 3.4.1a: Research Checklist
1060,3,4,1,1,content,instruction,,,,"For each company, complete: Basic Information, Company Story, Culture & Reputation, Fit Analysis."
1061,3,4,1,1,tool,,,company_researcher,PREV,Research each company on your list.
1062,3,4,1,2,content,heading,,,,Activity 3.4.1b: Research Round Tracker
1063,3,4,1,2,tool,,,research_tracker,,Track your company research rounds.
1064,3,4,2,0,content,heading,,,,Exercise 3.4.2: Contact Identification
1065,3,4,2,0,content,instruction,,,,**Purpose:** Identify gatekeepers and target employees for each company.
1066,3,4,2,1,content,heading,,,,Activity 3.4.2a: Gatekeeper Identification
1067,3,4,2,1,content,instruction,,,,"Search LinkedIn for: recruiter, talent acquisition, human resources, HR. Record: Name, title, LinkedIn URL, mutual connections."
1068,3,4,2,1,tool,,,contact_tracker,,Track contacts for each company.
1069,3,4,2,2,content,heading,,,,Activity 3.4.2b: Target Employee Identification
1070,3,4,2,2,content,instruction,,,,"For each company, identify 2-3 people doing the work you want to do."
1071,3,4,2,2,tool,,,contact_tracker,,Track contacts for each company.
1072,3,4,2,0,content,instruction,,,,**Module 3.4 Complete**<br>Next: Module 3.5 - Action
1073,3,5,0,0,content,heading,,,,Module 3.5: Action
1074,3,5,0,0,content,heading,,,,Module Overview
1075,3,5,0,0,content,instruction,,,,"**Focus:** Active networking and relationship building<br>**Purpose:** Execute your networking strategy through daily outreach, meetings, and relationship development<br>**Estimated Time:** Ongoing daily commitment<br>**Key Tools:** Networking Tracker"
1076,3,5,0,0,content,instruction,,,,**Critical:** Any given conversation could lead to a job offer—treat every interaction accordingly
1077,3,5,0,0,content,instruction,,,,**Goal:** Multiple quality job offers to choose from
1078,3,5,0,0,content,heading,,,,Introduction
1079,3,5,0,0,content,instruction,,,,It is time to take action and start building your professional network. **Review Module 3.3 if you have any doubts or questions.**
1080,3,5,1,0,content,heading,,,,Exercise 3.5.1: LinkedIn Network Growth
1081,3,5,1,0,content,instruction,,,,**Purpose:** Systematically expand your professional network.
1082,3,5,1,1,content,heading,,,,Activity 3.5.1a: Daily Connection Requests
1083,3,5,1,1,content,instruction,,,,**Daily targets:**<br>- Send 5-10 connection requests to people in your industry<br>- Personalize each request<br>- Accept all reasonable incoming requests
1084,3,5,1,1,tool,,,networking_tracker,,Track your daily connection requests.
1085,3,5,2,0,content,heading,,,,Exercise 3.5.2: Outreach Campaign
1086,3,5,2,0,content,instruction,,,,**Purpose:** Initiate conversations with gatekeepers and target employees.
1087,3,5,2,1,content,heading,,,,Activity 3.5.2a: Gatekeeper Outreach
1088,3,5,2,1,content,instruction,,,,Contact recruiters and HR professionals using the template from Activity 3.3.4e.
1089,3,5,2,1,tool,,,outreach_tracker,,Track your outreach to contacts.
1090,3,5,2,2,content,heading,,,,Activity 3.5.2b: Target Employee Outreach
1091,3,5,2,2,content,instruction,,,,"Remember:<br>- Ask for advice, not jobs<br>- Request no more than 19 minutes<br>- Approach with genuine curiosity<br>- Offer help in return"
1092,3,5,2,2,tool,,,outreach_tracker,,Track your outreach to contacts.
1093,3,5,3,0,content,heading,,,,Exercise 3.5.3: Informational Meetings
1094,3,5,3,0,content,instruction,,,,**Purpose:** Conduct effective networking conversations.
1095,3,5,3,1,content,heading,,,,Activity 3.5.3a: Meeting Preparation Checklist
